,DATETIME,Body of Water Name,DataContact,LAT,LONG,Secchi Depth (m),Total Nitrogen (ug/L),Total Phosphorus (ug/L),Total Chlorophyll a (ug/L),Microcystin (ug/L)
189,2006-07-27 00:00:00,Lotela,Dana Stephens,27.5772006,-81.481067,3.46456,393.333333,10.3333333,2.66666667,0.06708955
190,2006-10-10 00:00:00,Lotela,Dana Stephens,27.5772006,-81.481067,2.794,363.333333,11.6666667,3.66666667,0.033745
191,2006-11-09 00:00:00,Lotela,Dana Stephens,27.5772006,-81.481067,2.286,443.333333,14.0,3.0,0.03072592
192,2006-01-17 00:00:00,Lynn,Dana Stephens,27.39535,-81.396583,4.90728,2116.66667,4.33333333,4.0,0.10199702
193,2006-03-17 00:00:00,Lynn,Dana Stephens,27.39535,-81.396583,7.39648,2340.0,4.66666667,1.0,0.04886409
194,2006-05-17 00:00:00,Lynn,Dana Stephens,27.39535,-81.396583,5.6896,2190.0,5.0,3.0,0.04555705
195,2006-07-17 00:00:00,Lynn,Dana Stephens,27.39535,-81.396583,4.53136,1893.33333,5.0,4.66666667,0.07620913
196,2006-10-18 00:00:00,Lynn,Dana Stephens,27.39535,-81.396583,2.6416,1663.33333,5.33333333,11.0,0.04457855
197,2006-11-17 00:00:00,Lynn,Dana Stephens,27.39535,-81.396583,2.21488,1746.66667,5.66666667,13.6666667,0.03207235
198,2006-01-19 00:00:00,Persimmon,Dana Stephens,27.3549722,-81.40675,0.39624,2356.66667,38.3333333,62.6666667,0.21163347
199,2006-03-16 00:00:00,Persimmon,Dana Stephens,27.3549722,-81.40675,0.38608,2003.3333299999997,31.333333300000003,58.6666667,0.24134132
200,2006-05-17 00:00:00,Persimmon,Dana Stephens,27.3549722,-81.40675,0.3048,2816.66667,34.0,91.0,0.193952
